gacco,3,16,1048576,9.83842e+06,0
gputx,3,16,1048576,1.00558e+07,0
tpl_nw,3,16,1048576,1.7561e+07,94546
tpl_wd,3,16,1048576,1.71705e+07,86249
to,3,16,1048576,1.957e+07,12170
mvcc,3,16,1048576,2.06848e+07,8755
silo,3,16,1048576,1.74613e+07,19717
tictoc,3,16,1048576,1.65913e+07,16918
slowto,3,16,1048576,1.52845e+07,6103
slowmvcc,3,16,1048576,1.5277e+07,4674
gacco,3,16,1048576,9.92018e+06,0
gputx,3,16,1048576,1.00197e+07,0
tpl_nw,3,16,1048576,1.75734e+07,96083
tpl_wd,3,16,1048576,1.71855e+07,86345
to,3,16,1048576,1.95301e+07,12349
mvcc,3,16,1048576,2.06547e+07,8974
silo,3,16,1048576,1.74144e+07,19776
tictoc,3,16,1048576,1.65353e+07,17314
slowto,3,16,1048576,1.52572e+07,6211
slowmvcc,3,16,1048576,1.52708e+07,4787
gacco,3,16,1048576,9.94131e+06,0
gputx,3,16,1048576,9.94922e+06,0
tpl_nw,3,16,1048576,1.74884e+07,139811
tpl_wd,3,16,1048576,1.71012e+07,125858
to,3,16,1048576,1.94899e+07,14994
mvcc,3,16,1048576,2.06024e+07,11327
silo,3,16,1048576,1.72999e+07,23341
tictoc,3,16,1048576,1.64736e+07,19150
slowto,3,16,1048576,1.51229e+07,7379
slowmvcc,3,16,1048576,1.5089e+07,5994
gacco,3,16,1048576,9.92121e+06,0
gputx,3,16,1048576,9.93644e+06,0
tpl_nw,3,16,1048576,1.74822e+07,140278
tpl_wd,3,16,1048576,1.70604e+07,125909
to,3,16,1048576,1.94973e+07,15243
mvcc,3,16,1048576,2.05858e+07,11754
silo,3,16,1048576,1.735e+07,23044
tictoc,3,16,1048576,1.65204e+07,18792
slowto,3,16,1048576,1.51193e+07,7692
slowmvcc,3,16,1048576,1.50992e+07,6175
gacco,3,16,1048576,9.94206e+06,0
gputx,3,16,1048576,8.0524e+06,0
tpl_nw,3,16,1048576,1.36156e+07,1730806
tpl_wd,3,16,1048576,1.33325e+07,1552246
to,3,16,1048576,1.88035e+07,43900
mvcc,3,16,1048576,1.98916e+07,33844
silo,3,16,1048576,1.67517e+07,42859
tictoc,3,16,1048576,1.62692e+07,27136
slowto,3,16,1048576,1.43163e+07,16993
slowmvcc,3,16,1048576,1.42855e+07,14804
gacco,3,16,1048576,9.94497e+06,0
gputx,3,16,1048576,7.93437e+06,0
tpl_nw,3,16,1048576,1.33403e+07,2035706
tpl_wd,3,16,1048576,1.30363e+07,1831289
to,3,16,1048576,1.87787e+07,49615
mvcc,3,16,1048576,1.981e+07,39621
silo,3,16,1048576,1.67413e+07,43040
tictoc,3,16,1048576,1.62783e+07,27099
slowto,3,16,1048576,1.42915e+07,17564
slowmvcc,3,16,1048576,1.4221e+07,15276
gacco,3,16,1048576,4.92018e+06,0
gputx,3,16,1048576,1.97488e+06,0
tpl_nw,3,16,1048576,2.08602e+06,198677196
tpl_wd,3,16,1048576,1.8821e+06,168195539
to,3,16,1048576,1.44882e+06,3434676
mvcc,3,16,1048576,1.1431e+06,8203396
silo,3,16,1048576,6.65224e+06,505492
tictoc,3,16,1048576,1.03474e+07,190109
slowto,3,16,1048576,1.25601e+06,424841
slowmvcc,3,16,1048576,556902,118986
gacco,3,16,1048576,4.66488e+06,0
gputx,3,16,1048576,2.0542e+06,0
tpl_nw,3,16,1048576,2.0312e+06,186785084
tpl_wd,3,16,1048576,1.79617e+06,175019402
to,3,16,1048576,1.53991e+06,3351873
mvcc,3,16,1048576,1.23884e+06,6356135
silo,3,16,1048576,6.77625e+06,502859
tictoc,3,16,1048576,1.03559e+07,189868
slowto,3,16,1048576,1.40104e+06,407952
slowmvcc,3,16,1048576,576923,126620
gacco,3,16,1048576,53322.5,0
gputx,3,16,1048576,215122,0
tpl_nw,3,16,1048576,117921,5180086576
tpl_wd,3,16,1048576,129318,2455895109
to,3,16,1048576,80922.4,67519343
mvcc,3,16,1048576,58676.3,24246268
silo,3,16,1048576,210603,11158373
tictoc,3,16,1048576,558103,5099633
slowto,3,16,1048576,60583.4,5075212
slowmvcc,3,16,1048576,29160.4,1298234
