gacco,0,1,1024,1.0628e+06,0
gacco,0,2,1024,1.02187e+06,0
gacco,0,3,1024,1.009e+06,0
gacco,0,4,1024,993969,0
gacco,0,5,1024,972229,0
gacco,0,6,1024,949702,0
gacco,0,7,1024,937105,0
gacco,0,8,1024,922903,0
gacco,0,9,1024,911644,0
gacco,0,10,1024,896191,0
gacco,0,11,1024,883291,0
gacco,0,12,1024,873026,0
gacco,0,13,1024,842053,0
gacco,0,14,1024,817950,0
gacco,0,15,1024,811409,0
gacco,0,16,1024,792029,0
gacco,0,17,1024,784189,0
gacco,0,18,1024,767959,0
gacco,0,19,1024,736235,0
gacco,0,20,1024,725948,0
gacco,0,21,1024,698275,0
gacco,0,22,1024,695143,0
gacco,0,23,1024,679908,0
gacco,0,24,1024,657446,0
gacco,0,25,1024,641287,0
gacco,0,26,1024,623384,0
gacco,0,27,1024,621189,0
gacco,0,28,1024,609998,0
gacco,0,29,1024,588781,0
gacco,0,30,1024,580640,0
gacco,0,31,1024,565027,0
gacco,0,32,1024,555590,0
gacco,1,1,1024,1.09002e+06,0
gacco,1,2,1024,1.04043e+06,0
gacco,1,3,1024,1.03098e+06,0
gacco,1,4,1024,1.00903e+06,0
gacco,1,5,1024,1.01613e+06,0
gacco,1,6,1024,995276,0
gacco,1,7,1024,979877,0
gacco,1,8,1024,993051,0
gacco,1,9,1024,975005,0
gacco,1,10,1024,965120,0
gacco,1,11,1024,950535,0
gacco,1,12,1024,950020,0
gacco,1,13,1024,933958,0
gacco,1,14,1024,926807,0
gacco,1,15,1024,918849,0
gacco,1,16,1024,916031,0
gacco,1,17,1024,913244,0
gacco,1,18,1024,898203,0
gacco,1,19,1024,880335,0
gacco,1,20,1024,876245,0
gacco,1,21,1024,854820,0
gacco,1,22,1024,862184,0
gacco,1,23,1024,841046,0
gacco,1,24,1024,840800,0
gacco,1,25,1024,826374,0
gacco,1,26,1024,811590,0
gacco,1,27,1024,798058,0
gacco,1,28,1024,789744,0
gacco,1,29,1024,776966,0
gacco,1,30,1024,768474,0
gacco,1,31,1024,763361,0
gacco,1,32,1024,745541,0
gacco,2,1,1024,1.09564e+06,0
gacco,2,2,1024,1.07914e+06,0
gacco,2,3,1024,1.05117e+06,0
gacco,2,4,1024,1.0452e+06,0
gacco,2,5,1024,1.01672e+06,0
gacco,2,6,1024,1.01808e+06,0
gacco,2,7,1024,998775,0
gacco,2,8,1024,1.00877e+06,0
gacco,2,9,1024,993306,0
gacco,2,10,1024,983405,0
gacco,2,11,1024,973029,0
gacco,2,12,1024,969106,0
gacco,2,13,1024,980553,0
gacco,2,14,1024,969575,0
gacco,2,15,1024,962702,0
gacco,2,16,1024,955232,0
gacco,2,17,1024,947244,0
gacco,2,18,1024,937883,0
gacco,2,19,1024,939652,0
gacco,2,20,1024,933179,0
gacco,2,21,1024,923402,0
gacco,2,22,1024,922906,0
gacco,2,23,1024,919967,0
gacco,2,24,1024,920391,0
gacco,2,25,1024,915672,0
gacco,2,26,1024,916317,0
gacco,2,27,1024,899879,0
gacco,2,28,1024,890098,0
gacco,2,29,1024,892579,0
gacco,2,30,1024,891313,0
gacco,2,31,1024,869121,0
gacco,2,32,1024,871828,0
gacco,3,1,1024,1.08278e+06,0
gacco,3,2,1024,1.08377e+06,0
gacco,3,3,1024,1.0911e+06,0
gacco,3,4,1024,1.08692e+06,0
gacco,3,5,1024,1.05175e+06,0
gacco,3,6,1024,1.05152e+06,0
gacco,3,7,1024,1.02618e+06,0
gacco,3,8,1024,1.0318e+06,0
gacco,3,9,1024,1.01241e+06,0
gacco,3,10,1024,1.02291e+06,0
gacco,3,11,1024,1.0025e+06,0
gacco,3,12,1024,1.01118e+06,0
gacco,3,13,1024,998542,0
gacco,3,14,1024,987465,0
gacco,3,15,1024,974726,0
gacco,3,16,1024,992336,0
gacco,3,17,1024,983037,0
gacco,3,18,1024,972378,0
gacco,3,19,1024,964164,0
gacco,3,20,1024,957230,0
gacco,3,21,1024,967744,0
gacco,3,22,1024,967603,0
gacco,3,23,1024,958502,0
gacco,3,24,1024,954638,0
gacco,3,25,1024,944810,0
gacco,3,26,1024,940618,0
gacco,3,27,1024,937874,0
gacco,3,28,1024,933688,0
gacco,3,29,1024,931051,0
gacco,3,30,1024,932232,0
gacco,3,31,1024,927031,0
gacco,3,32,1024,922488,0
gacco,4,1,1024,1.1077e+06,0
gacco,4,2,1024,1.08628e+06,0
gacco,4,3,1024,1.08138e+06,0
gacco,4,4,1024,1.0829e+06,0
gacco,4,5,1024,1.10709e+06,0
gacco,4,6,1024,1.07108e+06,0
gacco,4,7,1024,1.07375e+06,0
gacco,4,8,1024,1.07401e+06,0
gacco,4,9,1024,1.04356e+06,0
gacco,4,10,1024,1.05035e+06,0
gacco,4,11,1024,1.05859e+06,0
gacco,4,12,1024,1.03262e+06,0
gacco,4,13,1024,1.04388e+06,0
gacco,4,14,1024,1.02466e+06,0
gacco,4,15,1024,1.03698e+06,0
gacco,4,16,1024,1.02306e+06,0
gacco,4,17,1024,1.0055e+06,0
gacco,4,18,1024,1.01856e+06,0
gacco,4,19,1024,1.00346e+06,0
gacco,4,20,1024,1.01545e+06,0
gacco,4,21,1024,1.00342e+06,0
gacco,4,22,1024,990725,0
gacco,4,23,1024,989612,0
gacco,4,24,1024,999854,0
gacco,4,25,1024,983434,0
gacco,4,26,1024,973960,0
gacco,4,27,1024,992440,0
gacco,4,28,1024,983208,0
gacco,4,29,1024,976166,0
gacco,4,30,1024,967895,0
gacco,4,31,1024,960970,0
gacco,4,32,1024,967065,0
gacco,5,1,1024,1.0806e+06,0
gacco,5,2,1024,1.06126e+06,0
gacco,5,3,1024,1.06931e+06,0
gacco,5,4,1024,1.07874e+06,0
gacco,5,5,1024,1.05825e+06,0
gacco,5,6,1024,1.07024e+06,0
gacco,5,7,1024,1.04759e+06,0
gacco,5,8,1024,1.05689e+06,0
gacco,5,9,1024,1.07165e+06,0
gacco,5,10,1024,1.05923e+06,0
