gacco,5,32,1048576,1.2356e+07,0,0,0.0121176,0,0.0646491,0.207038,0.129355,0.0220317,0.0628101,0.0848638
gputx,5,32,1048576,1.19754e+07,0,0,0,0,0,0.153308,0.110743,0.0311133,0.0559207,0.0875608
tpl_nw,5,32,1048576,1.79589e+07,264708,0,5.85949e-07,0.00126613,0.0808781,0.164579,0.0740592,8.3968e-05,0.0582875,0.0583875
tpl_wd,5,32,1048576,1.81245e+07,260528,0,4.62425e-05,0.00122407,0.0807655,0.163469,0.0742168,7.6e-05,0.0577618,0.057854
to,5,32,1048576,1.67525e+07,7927,0.000475892,0.000542122,0.000180945,0.0973174,0.189947,0.0853667,9.488e-05,0.0624824,0.0625921
mvcc,5,32,1048576,1.59491e+07,6739,0.000561124,0.000575128,0.000122164,0.1018,0.197974,0.0845978,0.000243968,0.0654828,0.0657451
silo,5,32,1048576,1.84465e+07,7249,0,0.00156436,0.00104314,0.0803564,0.169714,0.0800799,0.00010432,0.0567265,0.0568442
tictoc,5,32,1048576,1.84551e+07,4236,0,0.00150589,0.000621633,0.0842627,0.175084,0.0817636,0.000110592,0.0566917,0.0568177
