gacco,5,32,1048576,1.28997e+07,0,0,0.0118504,0,0.0647322,0.200167,0.122378,0.0201143,0.0611584,0.0812866
gputx,5,32,1048576,2.35419e+06,0,0,0,0,0,0.147586,0.100736,0.0946654,0.332315,0.445408
tpl_nw,5,32,1048576,3.40315e+06,20934985,0,7.78322e-06,0.0311443,0.0690388,0.157714,0.0504266,7.3472e-05,0.308029,0.30812
tpl_wd,5,32,1048576,3.70377e+06,15440362,0,0.000963093,0.0302261,0.070311,0.156878,0.0509132,7.5488e-05,0.283015,0.283111
to,5,32,1048576,4.47693e+06,833415,0.000507959,0.00497051,0.0258649,0.0894398,0.184973,0.0641974,9.0112e-05,0.23411,0.234218
mvcc,5,32,1048576,4.25365e+06,396773,0.000449252,0.0118719,0.0131165,0.0977813,0.178764,0.0611888,0.00024432,0.246252,0.246512
silo,5,32,1048576,1.13064e+07,145650,0,0.00231732,0.0131603,0.0667634,0.140349,0.0548674,8.1888e-05,0.0926456,0.0927417
tictoc,5,32,1048576,1.65055e+07,40953,0,0.00274369,0.00428751,0.0759206,0.149243,0.0626032,0.000102176,0.0634132,0.0635287
