gacco,0,1,1048576,6.9925e+06,0,0,7.30142,0,7.3838,7.59066,0.1803,0.0202128,0.129732,0.149957
gacco,0,2,1048576,4.60233e+06,0,0,17.2212,0,17.3479,17.7093,0.31657,0.019834,0.20799,0.227836
gacco,0,3,1048576,5.20678e+06,0,0,13.7649,0,13.8779,14.196,0.276707,0.0200961,0.181279,0.201387
gacco,0,4,1048576,4.87541e+06,0,0,16.0472,0,16.1721,16.5296,0.310908,0.0202841,0.19477,0.215074
gacco,0,5,1048576,5.57973e+06,0,0,12.6726,0,12.7843,13.0994,0.271601,0.0200895,0.167825,0.187926
gacco,0,6,1048576,5.66616e+06,0,0,12.4713,0,12.5823,12.8955,0.26909,0.0197432,0.165303,0.185059
gacco,0,7,1048576,6.36061e+06,0,0,9.95035,0,10.0498,10.3232,0.233222,0.0198883,0.144955,0.164855
gacco,0,8,1048576,5.32502e+06,0,0,14.5048,0,14.6258,14.9723,0.296759,0.0203277,0.176574,0.196915
gacco,0,9,1048576,7.328e+06,0,0,8.05906,0,8.15208,8.40622,0.214395,0.0196982,0.123382,0.143092
gacco,0,10,1048576,6.37183e+06,0,0,10.8774,0,10.9839,11.2844,0.254767,0.0197949,0.144757,0.164564
gacco,0,11,1048576,9.05222e+06,0,0,4.59557,0,4.66599,4.84579,0.149754,0.020305,0.0955191,0.115836
gacco,0,12,1048576,8.37575e+06,0,0,5.77831,0,5.85776,6.06564,0.172876,0.0200979,0.105082,0.125192
gacco,0,13,1048576,7.65175e+06,0,0,7.23272,0,7.32127,7.55927,0.198869,0.0200745,0.116952,0.137037
gacco,0,14,1048576,7.05258e+06,0,0,8.8079,0,8.90544,9.17483,0.225901,0.0201514,0.128515,0.14868
gacco,0,15,1048576,6.47574e+06,0,0,10.6907,0,10.7977,11.0993,0.253664,0.0197847,0.142127,0.161924
gacco,0,16,1048576,6.05968e+06,0,0,12.5136,0,12.6297,12.9607,0.2783,0.0201555,0.152874,0.173042
gacco,0,17,1048576,1.14934e+07,0,0,2.20755,0,2.256,2.38652,0.108941,0.0198225,0.0713994,0.091233
gacco,0,18,1048576,1.09463e+07,0,0,2.59359,0,2.64597,2.78275,0.113799,0.0197944,0.0759869,0.0957928
gacco,0,19,1048576,1.04415e+07,0,0,3.01398,0,3.0705,3.21519,0.12003,0.0200163,0.0803956,0.100424
gacco,0,20,1048576,9.96713e+06,0,0,3.47572,0,3.53653,3.69046,0.12707,0.0200714,0.08512,0.105203
gacco,0,21,1048576,9.56322e+06,0,0,3.96806,0,4.03358,4.19894,0.136249,0.0199849,0.0896502,0.109647
gacco,0,22,1048576,9.14373e+06,0,0,4.51558,0,4.58554,4.76242,0.145696,0.0200092,0.0946545,0.114677
gacco,0,23,1048576,8.76305e+06,0,0,5.09725,0,5.17195,5.36263,0.157142,0.0200679,0.0995768,0.119659
