tpl_nw,5,32,1048576,4.26809e+06,15590518,0,7.90185e-06,0.0230509,0.0670982,0.147151,0.0505142,0.000119424,0.24554,0.245678
tpl_wd,5,32,1048576,4.77547e+06,11710184,0,0.00051185,0.0213857,0.0678919,0.145371,0.0510119,0.00010016,0.219443,0.219575
to,5,32,1048576,7.23885e+06,287418,0.000410262,0.00450847,0.0120362,0.0876069,0.170871,0.0657774,0.000120832,0.144706,0.144854
mvcc,5,32,1048576,7.51198e+06,176927,0.000420942,0.0107107,0.00211975,0.0965162,0.171268,0.0650273,0.000221824,0.139348,0.139587
silo,5,32,1048576,1.42302e+07,89297,0,0.00126355,0.00893122,0.0657379,0.138745,0.0581405,0.000111392,0.0735611,0.0736868
tictoc,5,32,1048576,1.77485e+07,18648,0,0.0016187,0.00234807,0.0780637,0.158494,0.0707824,0.000113536,0.0589517,0.0590796
slow_tpl_nw,5,32,1048576,2.30521e+06,1988463,0,0.00747194,0.045817,0.123106,0.232269,0.0582665,0.00012672,0.454725,0.454872
slow_tpl_wd,5,32,1048576,2.33207e+06,1721357,0,0.00786202,0.0450603,0.123887,0.231414,0.0581928,0.000124928,0.449486,0.449633
slow_to,5,32,1048576,5.73782e+06,218981,0.000459024,0.0829505,0.0439591,0.111548,0.225751,0.0648179,0.00013824,0.18259,0.182748
slow_mvcc,5,32,1048576,5.85789e+06,100999,0.000360893,0.0265812,0.0052804,0.122065,0.196028,0.0636063,0.000264832,0.17872,0.179002
slow_silo,5,32,1048576,9.36713e+06,84531,0,0.00785884,0.0134194,0.107275,0.190667,0.0647893,0.000127712,0.1118,0.111942
slow_tictoc,5,32,1048576,1.32734e+07,20552,0,0.0117654,0.00330907,0.127044,0.205947,0.0696061,0.000130048,0.0788554,0.0789985
