tpl_nw,5,32,1048576,1.8676e+07,0,0,5.5786e-07,0,0.0885661,0.183213,0.0850097,8.4704e-05,0.0560449,0.0561458
tpl_wd,5,32,1048576,1.87089e+07,0,0,5.3061e-07,0,0.089266,0.182942,0.085292,7.6704e-05,0.0559456,0.0560469
to,5,32,1048576,1.70496e+07,0,0.000534757,1.31397e-05,0,0.099955,0.196928,0.0895048,0.0001024,0.0613734,0.0615014
mvcc,5,32,1048576,1.61428e+07,0,0.000488232,1.42648e-05,0,0.10233,0.203337,0.088327,0.00018432,0.0647558,0.0649564
silo,5,32,1048576,1.90508e+07,0,0,1.76255e-05,0,0.0876651,0.184702,0.0877457,8.704e-05,0.0549407,0.055041
tictoc,5,32,1048576,1.9211e+07,0,0,1.72016e-05,0,0.084506,0.182698,0.0888109,8.064e-05,0.0544881,0.054582
slow_tpl_nw,5,32,1048576,1.52331e+07,0,0,0.0132054,0,0.149698,0.233344,0.0750347,0.000132096,0.0686869,0.0688353
slow_tpl_wd,5,32,1048576,1.53983e+07,0,0,0.0128642,0,0.149784,0.231243,0.0743207,0.000138624,0.0679424,0.0680967
slow_to,5,32,1048576,1.5781e+07,0,0.000548323,0.00657823,0,0.123735,0.214409,0.0831638,0.000144192,0.0662837,0.0664453
slow_mvcc,5,32,1048576,1.58025e+07,0,0.000522313,0.00671717,0,0.121167,0.212138,0.0831856,0.000253696,0.0660767,0.0663552
slow_silo,5,32,1048576,1.58152e+07,0,0,0.0064645,0,0.131235,0.219077,0.0804495,0.0001536,0.0661333,0.0663019
slow_tictoc,5,32,1048576,1.56935e+07,0,0,0.00635805,0,0.12768,0.214502,0.0796509,0.000130048,0.0666737,0.066816
